     WAVE 	               FLUX	
     4627.100000	     4256000.000000	
     4627.400000	     4334000.000000	
     4627.700000	     4388000.000000	
     4628.000000	     4411000.000000	
     4628.300000	     4403000.000000	
     4628.600000	     4371000.000000	
     4628.900000	     4325000.000000	
     4629.200000	     4279000.000000	
     4629.500000	     4244000.000000	
     4629.800000	     4228000.000000	
     4630.100000	     4232000.000000	
     4630.400000	     4249000.000000	
     4630.700000	     4271000.000000	
     4631.000000	     4287000.000000	
     4631.300000	     4286000.000000	
     4631.600000	     4263000.000000	
     4631.900000	     4221000.000000	
     4632.200000	     4166000.000000	
     4632.500000	     4113000.000000	
     4632.800000	     4073000.000000	
     4633.100000	     4058000.000000	
     4633.400000	     4067000.000000	
     4633.700000	     4095000.000000	
     4634.000000	     4132000.000000	
     4634.300000	     4165000.000000	
     4634.600000	     4185000.000000	
     4634.900000	     4191000.000000	
     4635.200000	     4183000.000000	
     4635.500000	     4166000.000000	
     4635.800000	     4141000.000000	
     4636.100000	     4108000.000000	
     4636.400000	     4064000.000000	
     4636.700000	     4009000.000000	
     4637.000000	     3947000.000000	
     4637.300000	     3886000.000000	
     4637.600000	     3836000.000000	
     4637.900000	     3802000.000000	
     4638.200000	     3783000.000000	
     4638.500000	     3774000.000000	
     4638.800000	     3772000.000000	
     4639.100000	     3780000.000000	
     4639.400000	     3806000.000000	
     4639.700000	     3861000.000000	
     4640.000000	     3949000.000000	
     4640.300000	     4068000.000000	
     4640.600000	     4203000.000000	
     4640.900000	     4337000.000000	
     4641.200000	     4452000.000000	
     4641.500000	     4533000.000000	
     4641.800000	     4574000.000000	
     4642.100000	     4576000.000000	
     4642.400000	     4547000.000000	
     4642.700000	     4498000.000000	
     4643.000000	     4443000.000000	
     4643.300000	     4393000.000000	
     4643.600000	     4355000.000000	
     4643.900000	     4326000.000000	
     4644.200000	     4298000.000000	
     4644.500000	     4258000.000000	
     4644.800000	     4196000.000000	
     4645.100000	     4109000.000000	
     4645.400000	     4003000.000000	
     4645.700000	     3893000.000000	
     4646.000000	     3793000.000000	
     4646.300000	     3715000.000000	
     4646.600000	     3666000.000000	
     4646.900000	     3645000.000000	
     4647.200000	     3646000.000000	
     4647.500000	     3662000.000000	
     4647.800000	     3689000.000000	
     4648.100000	     3725000.000000	
     4648.400000	     3772000.000000	
     4648.700000	     3828000.000000	
     4649.000000	     3892000.000000	
     4649.300000	     3960000.000000	
     4649.600000	     4023000.000000	
     4649.900000	     4072000.000000	
     4650.200000	     4099000.000000	
     4650.500000	     4100000.000000	
     4650.800000	     4079000.000000	
     4651.100000	     4043000.000000	
     4651.400000	     4006000.000000	
     4651.700000	     3979000.000000	
     4652.000000	     3968000.000000	
     4652.300000	     3972000.000000	
     4652.600000	     3983000.000000	
     4652.900000	     3989000.000000	
     4653.200000	     3982000.000000	
     4653.500000	     3958000.000000	
     4653.800000	     3922000.000000	
     4654.100000	     3885000.000000	
     4654.400000	     3858000.000000	
     4654.700000	     3846000.000000	
     4655.000000	     3851000.000000	
     4655.300000	     3865000.000000	
     4655.600000	     3881000.000000	
     4655.900000	     3898000.000000	
     4656.200000	     3917000.000000	
     4656.500000	     3945000.000000	
     4656.800000	     3989000.000000	
     4657.100000	     4054000.000000	
     4657.400000	     4138000.000000	
     4657.700000	     4236000.000000	
     4658.000000	     4342000.000000	
     4658.300000	     4446000.000000	
     4658.600000	     4540000.000000	
     4658.900000	     4619000.000000	
     4659.200000	     4679000.000000	
     4659.500000	     4715000.000000	
     4659.800000	     4725000.000000	
     4660.100000	     4711000.000000	
     4660.400000	     4673000.000000	
     4660.700000	     4616000.000000	
     4661.000000	     4548000.000000	
     4661.300000	     4475000.000000	
     4661.600000	     4402000.000000	
     4661.900000	     4334000.000000	
     4662.200000	     4271000.000000	
     4662.500000	     4211000.000000	
     4662.800000	     4157000.000000	
     4663.100000	     4109000.000000	
     4663.400000	     4074000.000000	
     4663.700000	     4054000.000000	
     4664.000000	     4050000.000000	
     4664.300000	     4059000.000000	
     4664.600000	     4071000.000000	
     4664.900000	     4078000.000000	
     4665.200000	     4067000.000000	
     4665.500000	     4030000.000000	
     4665.800000	     3962000.000000	
     4666.100000	     3864000.000000	
     4666.400000	     3743000.000000	
     4666.700000	     3609000.000000	
     4667.000000	     3480000.000000	
     4667.300000	     3372000.000000	
     4667.600000	     3302000.000000	
     4667.900000	     3281000.000000	
     4668.200000	     3312000.000000	
     4668.500000	     3393000.000000	
     4668.800000	     3512000.000000	
     4669.100000	     3654000.000000	
     4669.400000	     3804000.000000	
     4669.700000	     3951000.000000	
     4670.000000	     4086000.000000	
     4670.300000	     4202000.000000	
     4670.600000	     4295000.000000	
     4670.900000	     4359000.000000	
     4671.200000	     4389000.000000	
     4671.500000	     4382000.000000	
     4671.800000	     4340000.000000	
     4672.100000	     4269000.000000	
     4672.400000	     4186000.000000	
     4672.700000	     4109000.000000	
     4673.000000	     4058000.000000	
     4673.300000	     4042000.000000	
     4673.600000	     4063000.000000	
     4673.900000	     4112000.000000	
     4674.200000	     4177000.000000	
     4674.500000	     4244000.000000	
     4674.800000	     4310000.000000	
     4675.100000	     4371000.000000	
     4675.400000	     4428000.000000	
     4675.700000	     4480000.000000	
     4676.000000	     4523000.000000	
     4676.300000	     4551000.000000	
     4676.600000	     4558000.000000	
     4676.900000	     4539000.000000	
     4677.200000	     4491000.000000	
     4677.500000	     4418000.000000	
     4677.800000	     4324000.000000	
     4678.100000	     4218000.000000	
     4678.400000	     4112000.000000	
     4678.700000	     4018000.000000	
     4679.000000	     3946000.000000	
     4679.300000	     3902000.000000	
     4679.600000	     3884000.000000	
     4679.900000	     3889000.000000	
     4680.200000	     3910000.000000	
     4680.500000	     3941000.000000	
     4680.800000	     3977000.000000	
     4681.100000	     4012000.000000	
     4681.400000	     4044000.000000	
     4681.700000	     4072000.000000	
     4682.000000	     4098000.000000	
     4682.300000	     4125000.000000	
     4682.600000	     4153000.000000	
     4682.900000	     4179000.000000	
     4683.200000	     4200000.000000	
     4683.500000	     4211000.000000	
     4683.800000	     4208000.000000	
     4684.100000	     4193000.000000	
     4684.400000	     4167000.000000	
     4684.700000	     4136000.000000	
     4685.000000	     4104000.000000	
     4685.300000	     4076000.000000	
     4685.600000	     4054000.000000	
     4685.900000	     4036000.000000	
     4686.200000	     4022000.000000	
     4686.500000	     4010000.000000	
     4686.800000	     4006000.000000	
     4687.100000	     4015000.000000	
     4687.400000	     4042000.000000	
     4687.700000	     4085000.000000	
     4688.000000	     4138000.000000	
     4688.300000	     4192000.000000	
     4688.600000	     4231000.000000	
     4688.900000	     4249000.000000	
     4689.200000	     4241000.000000	
     4689.500000	     4212000.000000	
     4689.800000	     4171000.000000	
     4690.100000	     4128000.000000	
     4690.400000	     4093000.000000	
     4690.700000	     4075000.000000	
     4691.000000	     4080000.000000	
     4691.300000	     4108000.000000	
     4691.600000	     4157000.000000	
     4691.900000	     4217000.000000	
     4692.200000	     4279000.000000	
     4692.500000	     4332000.000000	
     4692.800000	     4372000.000000	
     4693.100000	     4399000.000000	
     4693.400000	     4419000.000000	
     4693.700000	     4438000.000000	
     4694.000000	     4464000.000000	
     4694.300000	     4495000.000000	
     4694.600000	     4528000.000000	
     4694.900000	     4555000.000000	
     4695.200000	     4569000.000000	
     4695.500000	     4563000.000000	
     4695.800000	     4535000.000000	
     4696.100000	     4488000.000000	
     4696.400000	     4425000.000000	
     4696.700000	     4352000.000000	
     4697.000000	     4271000.000000	
     4697.300000	     4188000.000000	
     4697.600000	     4104000.000000	
     4697.900000	     4025000.000000	
     4698.200000	     3956000.000000	
     4698.500000	     3906000.000000	
     4698.800000	     3877000.000000	
     4699.100000	     3869000.000000	
     4699.400000	     3872000.000000	
     4699.700000	     3878000.000000	
     4700.000000	     3879000.000000	
     4700.300000	     3868000.000000	
     4700.600000	     3846000.000000	
     4700.900000	     3810000.000000	
     4701.200000	     3762000.000000	
     4701.500000	     3699000.000000	
     4701.800000	     3623000.000000	
     4702.100000	     3540000.000000	
     4702.400000	     3466000.000000	
     4702.700000	     3417000.000000	
     4703.000000	     3409000.000000	
     4703.300000	     3449000.000000	
     4703.600000	     3533000.000000	
     4703.900000	     3643000.000000	
     4704.200000	     3759000.000000	
     4704.500000	     3864000.000000	
     4704.800000	     3947000.000000	
     4705.100000	     4000000.000000	
     4705.400000	     4025000.000000	
     4705.700000	     4022000.000000	
     4706.000000	     3992000.000000	
     4706.300000	     3938000.000000	
     4706.600000	     3867000.000000	
     4706.900000	     3789000.000000	
     4707.200000	     3715000.000000	
     4707.500000	     3653000.000000	
     4707.800000	     3608000.000000	
     4708.100000	     3577000.000000	
     4708.400000	     3555000.000000	
     4708.700000	     3539000.000000	
     4709.000000	     3529000.000000	
     4709.300000	     3535000.000000	
     4709.600000	     3564000.000000	
     4709.900000	     3625000.000000	
     4710.200000	     3721000.000000	
     4710.500000	     3842000.000000	
     4710.800000	     3975000.000000	
     4711.100000	     4104000.000000	
     4711.400000	     4212000.000000	
     4711.700000	     4290000.000000	
     4712.000000	     4331000.000000	
     4712.300000	     4334000.000000	
     4712.600000	     4299000.000000	
     4712.900000	     4229000.000000	
     4713.200000	     4129000.000000	
     4713.500000	     4013000.000000	
     4713.800000	     3896000.000000	
     4714.100000	     3799000.000000	
     4714.400000	     3736000.000000	
     4714.700000	     3717000.000000	
     4715.000000	     3742000.000000	
     4715.300000	     3805000.000000	
     4715.600000	     3897000.000000	
     4715.900000	     4003000.000000	
     4716.200000	     4110000.000000	
     4716.500000	     4206000.000000	
     4716.800000	     4281000.000000	
     4717.100000	     4331000.000000	
     4717.400000	     4358000.000000	
     4717.700000	     4367000.000000	
     4718.000000	     4370000.000000	
     4718.300000	     4376000.000000	
     4718.600000	     4391000.000000	
     4718.900000	     4416000.000000	
     4719.200000	     4445000.000000	
     4719.500000	     4470000.000000	
     4719.800000	     4482000.000000	
     4720.100000	     4478000.000000	
     4720.400000	     4454000.000000	
     4720.700000	     4414000.000000	
     4721.000000	     4361000.000000	
     4721.300000	     4299000.000000	
     4721.600000	     4235000.000000	
     4721.900000	     4173000.000000	
     4722.200000	     4124000.000000	
     4722.500000	     4094000.000000	
     4722.800000	     4090000.000000	
     4723.100000	     4114000.000000	
     4723.400000	     4162000.000000	
     4723.700000	     4224000.000000	
     4724.000000	     4290000.000000	
     4724.300000	     4351000.000000	
     4724.600000	     4400000.000000	
     4724.900000	     4429000.000000	
     4725.200000	     4433000.000000	
     4725.500000	     4408000.000000	
     4725.800000	     4351000.000000	
     4726.100000	     4264000.000000	
     4726.400000	     4154000.000000	
     4726.700000	     4034000.000000	
     4727.000000	     3918000.000000	
     4727.300000	     3820000.000000	
     4727.600000	     3750000.000000	
     4727.900000	     3711000.000000	
     4728.200000	     3698000.000000	
     4728.500000	     3707000.000000	
     4728.800000	     3729000.000000	
     4729.100000	     3759000.000000	
     4729.400000	     3792000.000000	
     4729.700000	     3826000.000000	
     4730.000000	     3857000.000000	
     4730.300000	     3888000.000000	
     4730.600000	     3919000.000000	
     4730.900000	     3952000.000000	
     4731.200000	     3985000.000000	
     4731.500000	     4015000.000000	
     4731.800000	     4039000.000000	
     4732.100000	     4052000.000000	
     4732.400000	     4049000.000000	
     4732.700000	     4034000.000000	
     4733.000000	     4013000.000000	
     4733.300000	     3996000.000000	
     4733.600000	     3994000.000000	
     4733.900000	     4009000.000000	
     4734.200000	     4037000.000000	
     4734.500000	     4066000.000000	
     4734.800000	     4081000.000000	
     4735.100000	     4068000.000000	
     4735.400000	     4024000.000000	
     4735.700000	     3952000.000000	
     4736.000000	     3866000.000000	
     4736.300000	     3785000.000000	
     4736.600000	     3729000.000000	
     4736.900000	     3712000.000000	
     4737.200000	     3738000.000000	
     4737.500000	     3801000.000000	
     4737.800000	     3888000.000000	
     4738.100000	     3978000.000000	
     4738.400000	     4057000.000000	
     4738.700000	     4113000.000000	
     4739.000000	     4144000.000000	
     4739.300000	     4152000.000000	
     4739.600000	     4142000.000000	
     4739.900000	     4115000.000000	
     4740.200000	     4076000.000000	
     4740.500000	     4030000.000000	
     4740.800000	     3981000.000000	
     4741.100000	     3938000.000000	
     4741.400000	     3911000.000000	
     4741.700000	     3906000.000000	
     4742.000000	     3927000.000000	
     4742.300000	     3972000.000000	
     4742.600000	     4034000.000000	
     4742.900000	     4103000.000000	
     4743.200000	     4167000.000000	
     4743.500000	     4214000.000000	
     4743.800000	     4237000.000000	
     4744.100000	     4232000.000000	
     4744.400000	     4203000.000000	
     4744.700000	     4160000.000000	
     4745.000000	     4117000.000000	
     4745.300000	     4089000.000000	
     4745.600000	     4086000.000000	
     4745.900000	     4115000.000000	
     4746.200000	     4170000.000000	
     4746.500000	     4242000.000000	
     4746.800000	     4316000.000000	
     4747.100000	     4382000.000000	
     4747.400000	     4431000.000000	
     4747.700000	     4462000.000000	
     4748.000000	     4473000.000000	
     4748.300000	     4470000.000000	
     4748.600000	     4457000.000000	
     4748.900000	     4438000.000000	
     4749.200000	     4419000.000000	
     4749.500000	     4406000.000000	
     4749.800000	     4400000.000000	
     4750.100000	     4402000.000000	
     4750.400000	     4405000.000000	
     4750.700000	     4404000.000000	
     4751.000000	     4393000.000000	
     4751.300000	     4370000.000000	
     4751.600000	     4336000.000000	
     4751.900000	     4294000.000000	
     4752.200000	     4247000.000000	
     4752.500000	     4196000.000000	
     4752.800000	     4141000.000000	
     4753.100000	     4080000.000000	
     4753.400000	     4020000.000000	
     4753.700000	     3965000.000000	
     4754.000000	     3925000.000000	
     4754.300000	     3903000.000000	
     4754.600000	     3899000.000000	
     4754.900000	     3906000.000000	
     4755.200000	     3912000.000000	
     4755.500000	     3912000.000000	
     4755.800000	     3903000.000000	
     4756.100000	     3889000.000000	
     4756.400000	     3877000.000000	
     4756.700000	     3870000.000000	
     4757.000000	     3870000.000000	
     4757.300000	     3877000.000000	
     4757.600000	     3888000.000000	
     4757.900000	     3902000.000000	
     4758.200000	     3918000.000000	
     4758.500000	     3937000.000000	
     4758.800000	     3962000.000000	
     4759.100000	     3993000.000000	
     4759.400000	     4026000.000000	
     4759.700000	     4058000.000000	
     4760.000000	     4079000.000000	
     4760.300000	     4080000.000000	
     4760.600000	     4056000.000000	
     4760.900000	     4005000.000000	
     4761.200000	     3935000.000000	
     4761.500000	     3858000.000000	
     4761.800000	     3791000.000000	
     4762.100000	     3747000.000000	
     4762.400000	     3735000.000000	
     4762.700000	     3755000.000000	
     4763.000000	     3798000.000000	
     4763.300000	     3851000.000000	
     4763.600000	     3899000.000000	
     4763.900000	     3930000.000000	
     4764.200000	     3936000.000000	
     4764.500000	     3915000.000000	
     4764.800000	     3869000.000000	
     4765.100000	     3805000.000000	
     4765.400000	     3735000.000000	
     4765.700000	     3674000.000000	
     4766.000000	     3637000.000000	
     4766.300000	     3630000.000000	
     4766.600000	     3654000.000000	
     4766.900000	     3699000.000000	
     4767.200000	     3754000.000000	
     4767.500000	     3809000.000000	
     4767.800000	     3862000.000000	
     4768.100000	     3915000.000000	
     4768.400000	     3972000.000000	
     4768.700000	     4037000.000000	
     4769.000000	     4106000.000000	
     4769.300000	     4171000.000000	
     4769.600000	     4224000.000000	
     4769.900000	     4256000.000000	
     4770.200000	     4265000.000000	
     4770.500000	     4250000.000000	
     4770.800000	     4216000.000000	
     4771.100000	     4169000.000000	
     4771.400000	     4117000.000000	
     4771.700000	     4068000.000000	
     4772.000000	     4030000.000000	
     4772.300000	     4011000.000000	
     4772.600000	     4016000.000000	
     4772.900000	     4049000.000000	
     4773.200000	     4106000.000000	
     4773.500000	     4181000.000000	
     4773.800000	     4259000.000000	
     4774.100000	     4329000.000000	
     4774.400000	     4379000.000000	
     4774.700000	     4401000.000000	
     4775.000000	     4395000.000000	
     4775.300000	     4368000.000000	
     4775.600000	     4331000.000000	
     4775.900000	     4295000.000000	
     4776.200000	     4271000.000000	
     4776.500000	     4266000.000000	
     4776.800000	     4278000.000000	
     4777.100000	     4301000.000000	
     4777.400000	     4324000.000000	
     4777.700000	     4339000.000000	
     4778.000000	     4341000.000000	
     4778.300000	     4329000.000000	
     4778.600000	     4305000.000000	
     4778.900000	     4276000.000000	
     4779.200000	     4249000.000000	
     4779.500000	     4230000.000000	
     4779.800000	     4222000.000000	
     4780.100000	     4226000.000000	
     4780.400000	     4238000.000000	
     4780.700000	     4252000.000000	
     4781.000000	     4263000.000000	
     4781.300000	     4263000.000000	
     4781.600000	     4248000.000000	
     4781.900000	     4215000.000000	
     4782.200000	     4165000.000000	
     4782.500000	     4105000.000000	
     4782.800000	     4047000.000000	
     4783.100000	     4004000.000000	
     4783.400000	     3986000.000000	
     4783.700000	     3998000.000000	
     4784.000000	     4031000.000000	
     4784.300000	     4070000.000000	
     4784.600000	     4097000.000000	
     4784.900000	     4095000.000000	
     4785.200000	     4059000.000000	
     4785.500000	     3995000.000000	
     4785.800000	     3916000.000000	
     4786.100000	     3843000.000000	
     4786.400000	     3793000.000000	
     4786.700000	     3774000.000000	
     4787.000000	     3784000.000000	
     4787.300000	     3807000.000000	
     4787.600000	     3824000.000000	
     4787.900000	     3821000.000000	
     4788.200000	     3791000.000000	
     4788.500000	     3741000.000000	
     4788.800000	     3685000.000000	
     4789.100000	     3645000.000000	
     4789.400000	     3637000.000000	
     4789.700000	     3668000.000000	
     4790.000000	     3733000.000000	
     4790.300000	     3818000.000000	
     4790.600000	     3905000.000000	
     4790.900000	     3980000.000000	
     4791.200000	     4034000.000000	
     4791.500000	     4069000.000000	
     4791.800000	     4090000.000000	
     4792.100000	     4109000.000000	
     4792.400000	     4135000.000000	
     4792.700000	     4173000.000000	
     4793.000000	     4225000.000000	
     4793.300000	     4285000.000000	
     4793.600000	     4348000.000000	
     4793.900000	     4407000.000000	
     4794.200000	     4458000.000000	
     4794.500000	     4498000.000000	
     4794.800000	     4525000.000000	
     4795.100000	     4539000.000000	
     4795.400000	     4542000.000000	
     4795.700000	     4535000.000000	
     4796.000000	     4519000.000000	
     4796.300000	     4496000.000000	
     4796.600000	     4465000.000000	
     4796.900000	     4425000.000000	
     4797.200000	     4375000.000000	
     4797.500000	     4313000.000000	
     4797.800000	     4244000.000000	
     4798.100000	     4173000.000000	
     4798.400000	     4105000.000000	
     4798.700000	     4048000.000000	
     4799.000000	     4002000.000000	
     4799.300000	     3968000.000000	
     4799.600000	     3946000.000000	
     4799.900000	     3935000.000000	
     4800.200000	     3937000.000000	
     4800.500000	     3954000.000000	
     4800.800000	     3987000.000000	
     4801.100000	     4032000.000000	
     4801.400000	     4085000.000000	
     4801.700000	     4138000.000000	
     4802.000000	     4188000.000000	
     4802.300000	     4231000.000000	
     4802.600000	     4267000.000000	
     4802.900000	     4298000.000000	
     4803.200000	     4323000.000000	
     4803.500000	     4337000.000000	
     4803.800000	     4337000.000000	
     4804.100000	     4323000.000000	
     4804.400000	     4298000.000000	
     4804.700000	     4269000.000000	
     4805.000000	     4243000.000000	
     4805.300000	     4225000.000000	
     4805.600000	     4215000.000000	
     4805.900000	     4207000.000000	
     4806.200000	     4195000.000000	
     4806.500000	     4175000.000000	
     4806.800000	     4146000.000000	
     4807.100000	     4115000.000000	
     4807.400000	     4092000.000000	
     4807.700000	     4083000.000000	
     4808.000000	     4094000.000000	
     4808.300000	     4124000.000000	
     4808.600000	     4167000.000000	
     4808.900000	     4217000.000000	
     4809.200000	     4265000.000000	
     4809.500000	     4306000.000000	
     4809.800000	     4339000.000000	
     4810.100000	     4364000.000000	
     4810.400000	     4383000.000000	
     4810.700000	     4397000.000000	
     4811.000000	     4406000.000000	
     4811.300000	     4407000.000000	
     4811.600000	     4400000.000000	
     4811.900000	     4385000.000000	
     4812.200000	     4363000.000000	
     4812.500000	     4339000.000000	
     4812.800000	     4318000.000000	
     4813.100000	     4303000.000000	
     4813.400000	     4295000.000000	
     4813.700000	     4293000.000000	
     4814.000000	     4297000.000000	
     4814.300000	     4303000.000000	
     4814.600000	     4312000.000000	
     4814.900000	     4325000.000000	
     4815.200000	     4344000.000000	
     4815.500000	     4369000.000000	
     4815.800000	     4398000.000000	
     4816.100000	     4428000.000000	
     4816.400000	     4455000.000000	
     4816.700000	     4474000.000000	
     4817.000000	     4485000.000000	
     4817.300000	     4490000.000000	
     4817.600000	     4492000.000000	
     4817.900000	     4497000.000000	
     4818.200000	     4502000.000000	
     4818.500000	     4507000.000000	
     4818.800000	     4504000.000000	
     4819.100000	     4490000.000000	
     4819.400000	     4462000.000000	
     4819.700000	     4423000.000000	
     4820.000000	     4378000.000000	
     4820.300000	     4336000.000000	
     4820.600000	     4305000.000000	
     4820.900000	     4288000.000000	
     4821.200000	     4282000.000000	
     4821.500000	     4277000.000000	
     4821.800000	     4261000.000000	
     4822.100000	     4224000.000000	
     4822.400000	     4162000.000000	
     4822.700000	     4082000.000000	
     4823.000000	     4002000.000000	
     4823.300000	     3943000.000000	
     4823.600000	     3922000.000000	
     4823.900000	     3949000.000000	
     4824.200000	     4019000.000000	
     4824.500000	     4119000.000000	
     4824.800000	     4231000.000000	
     4825.100000	     4334000.000000	
     4825.400000	     4416000.000000	
     4825.700000	     4471000.000000	
     4826.000000	     4498000.000000	
     4826.300000	     4499000.000000	
     4826.600000	     4481000.000000	
     4826.900000	     4449000.000000	
     4827.200000	     4408000.000000	
     4827.500000	     4360000.000000	
     4827.800000	     4309000.000000	
     4828.100000	     4256000.000000	
     4828.400000	     4206000.000000	
     4828.700000	     4165000.000000	
     4829.000000	     4138000.000000	
     4829.300000	     4129000.000000	
     4829.600000	     4132000.000000	
     4829.900000	     4140000.000000	
     4830.200000	     4140000.000000	
     4830.500000	     4124000.000000	
     4830.800000	     4092000.000000	
     4831.100000	     4049000.000000	
     4831.400000	     4009000.000000	
     4831.700000	     3984000.000000	
     4832.000000	     3985000.000000	
     4832.300000	     4015000.000000	
     4832.600000	     4069000.000000	
     4832.900000	     4141000.000000	
     4833.200000	     4216000.000000	
     4833.500000	     4282000.000000	
     4833.800000	     4330000.000000	
     4834.100000	     4355000.000000	
     4834.400000	     4356000.000000	
     4834.700000	     4339000.000000	
     4835.000000	     4309000.000000	
     4835.300000	     4276000.000000	
     4835.600000	     4250000.000000	
     4835.900000	     4236000.000000	
     4836.200000	     4237000.000000	
     4836.500000	     4249000.000000	
     4836.800000	     4264000.000000	
     4837.100000	     4270000.000000	
     4837.400000	     4257000.000000	
     4837.700000	     4221000.000000	
     4838.000000	     4164000.000000	
     4838.300000	     4091000.000000	
     4838.600000	     4011000.000000	
     4838.900000	     3933000.000000	
     4839.200000	     3864000.000000	
     4839.500000	     3810000.000000	
     4839.800000	     3773000.000000	
     4840.100000	     3759000.000000	
     4840.400000	     3766000.000000	
     4840.700000	     3793000.000000	
     4841.000000	     3832000.000000	
     4841.300000	     3871000.000000	
     4841.600000	     3900000.000000	
     4841.900000	     3910000.000000	
     4842.200000	     3898000.000000	
     4842.500000	     3871000.000000	
     4842.800000	     3840000.000000	
     4843.100000	     3822000.000000	
     4843.400000	     3828000.000000	
     4843.700000	     3862000.000000	
     4844.000000	     3923000.000000	
     4844.300000	     4000000.000000	
     4844.600000	     4082000.000000	
     4844.900000	     4159000.000000	
     4845.200000	     4225000.000000	
     4845.500000	     4279000.000000	
     4845.800000	     4320000.000000	
     4846.100000	     4353000.000000	
     4846.400000	     4378000.000000	
     4846.700000	     4394000.000000	
     4847.000000	     4399000.000000	
     4847.300000	     4393000.000000	
     4847.600000	     4377000.000000	
     4847.900000	     4356000.000000	
     4848.200000	     4336000.000000	
     4848.500000	     4324000.000000	
     4848.800000	     4326000.000000	
     4849.100000	     4343000.000000	
     4849.400000	     4370000.000000	
     4849.700000	     4399000.000000	
     4850.000000	     4421000.000000	
     4850.300000	     4428000.000000	
     4850.600000	     4417000.000000	
     4850.900000	     4392000.000000	
     4851.200000	     4362000.000000	
     4851.500000	     4338000.000000	
     4851.800000	     4328000.000000	
     4852.100000	     4335000.000000	
     4852.400000	     4358000.000000	
     4852.700000	     4387000.000000	
     4853.000000	     4410000.000000	
     4853.300000	     4417000.000000	
     4853.600000	     4396000.000000	
     4853.900000	     4342000.000000	
     4854.200000	     4259000.000000	
     4854.500000	     4155000.000000	
     4854.800000	     4047000.000000	
     4855.100000	     3956000.000000	
     4855.400000	     3899000.000000	
     4855.700000	     3886000.000000	
     4856.000000	     3916000.000000	
     4856.300000	     3978000.000000	
     4856.600000	     4055000.000000	
     4856.900000	     4125000.000000	
     4857.200000	     4171000.000000	
     4857.500000	     4183000.000000	
     4857.800000	     4153000.000000	
     4858.100000	     4082000.000000	
     4858.400000	     3975000.000000	
     4858.700000	     3841000.000000	
     4859.000000	     3691000.000000	
     4859.300000	     3541000.000000	
     4859.600000	     3404000.000000	
     4859.900000	     3287000.000000	
     4860.200000	     3195000.000000	
     4860.500000	     3130000.000000	
     4860.800000	     3093000.000000	
     4861.100000	     3086000.000000	
     4861.400000	     3110000.000000	
     4861.700000	     3164000.000000	
     4862.000000	     3239000.000000	
     4862.300000	     3324000.000000	
     4862.600000	     3402000.000000	
     4862.900000	     3463000.000000	
     4863.200000	     3506000.000000	
     4863.500000	     3536000.000000	
     4863.800000	     3565000.000000	
     4864.100000	     3604000.000000	
     4864.400000	     3660000.000000	
     4864.700000	     3732000.000000	
     4865.000000	     3812000.000000	
     4865.300000	     3889000.000000	
     4865.600000	     3955000.000000	
     4865.900000	     4003000.000000	
     4866.200000	     4030000.000000	
     4866.500000	     4037000.000000	
     4866.800000	     4025000.000000	
     4867.100000	     4001000.000000	
     4867.400000	     3972000.000000	
     4867.700000	     3946000.000000	
     4868.000000	     3931000.000000	
     4868.300000	     3927000.000000	
     4868.600000	     3926000.000000	
     4868.900000	     3913000.000000	
     4869.200000	     3870000.000000	
     4869.500000	     3782000.000000	
     4869.800000	     3644000.000000	
     4870.100000	     3462000.000000	
     4870.400000	     3254000.000000	
     4870.700000	     3047000.000000	
     4871.000000	     2869000.000000	
     4871.300000	     2750000.000000	
     4871.600000	     2709000.000000	
     4871.900000	     2752000.000000	
     4872.200000	     2873000.000000	
     4872.500000	     3049000.000000	
     4872.800000	     3254000.000000	
     4873.100000	     3460000.000000	
     4873.400000	     3643000.000000	
     4873.700000	     3791000.000000	
     4874.000000	     3897000.000000	
     4874.300000	     3963000.000000	
     4874.600000	     3997000.000000	
     4874.900000	     4008000.000000	
     4875.200000	     4008000.000000	
     4875.500000	     4006000.000000	
     4875.800000	     4007000.000000	
     4876.100000	     4009000.000000	
     4876.400000	     4006000.000000	
     4876.700000	     3990000.000000	
     4877.000000	     3956000.000000	
     4877.300000	     3909000.000000	
     4877.600000	     3865000.000000	
     4877.900000	     3843000.000000	
     4878.200000	     3860000.000000	
     4878.500000	     3921000.000000	
     4878.800000	     4018000.000000	
     4879.100000	     4128000.000000	
     4879.400000	     4226000.000000	
     4879.700000	     4287000.000000	
     4880.000000	     4297000.000000	
     4880.300000	     4253000.000000	
     4880.600000	     4165000.000000	
     4880.900000	     4054000.000000	
     4881.200000	     3948000.000000	
     4881.500000	     3872000.000000	
     4881.800000	     3846000.000000	
     4882.100000	     3873000.000000	
     4882.400000	     3944000.000000	
     4882.700000	     4037000.000000	
     4883.000000	     4126000.000000	
     4883.300000	     4189000.000000	
     4883.600000	     4210000.000000	
     4883.900000	     4182000.000000	
     4884.200000	     4108000.000000	
     4884.500000	     3996000.000000	
     4884.800000	     3863000.000000	
     4885.100000	     3724000.000000	
     4885.400000	     3597000.000000	
     4885.700000	     3496000.000000	
     4886.000000	     3432000.000000	
     4886.300000	     3405000.000000	
     4886.600000	     3414000.000000	
     4886.900000	     3448000.000000	
     4887.200000	     3495000.000000	
     4887.500000	     3540000.000000	
     4887.800000	     3572000.000000	
     4888.100000	     3582000.000000	
     4888.400000	     3569000.000000	
     4888.700000	     3534000.000000	
     4889.000000	     3476000.000000	
